chars,Nombre d'apparitions,Frequence d'apparition
n_v_pron,13,0.0453
adv_v_pron,13,0.0453
v_pron_v,13,0.0453
adp_pron_n,13,0.0453
pron_n_pron,11,0.03833
v_adp_pron,11,0.03833
v_pron_n,10,0.03484
n_pron_n,10,0.03484
pron_n_v,10,0.03484
v_v_pron,9,0.03136
v_adv_v,7,0.02439
pron_adv_v,7,0.02439
pron_v_pron,7,0.02439
pron_n_adp,6,0.02091
v_pron_adp,6,0.02091
pron_pron_v,6,0.02091
n_n_v,6,0.02091
pron_adj_n,6,0.02091
v_pron_adv,6,0.02091
pron_v_adp,6,0.02091
pron_v_adv,5,0.01742
pron_v_v,5,0.01742
v_pron_pron,5,0.01742
pron_adp_v,5,0.01742
adv_adv_v,5,0.01742
pron_n_n,5,0.01742
adp_pron_v,4,0.01394
adp_v_adp,4,0.01394
adj_n_n,4,0.01394
adv_adj_v,4,0.01394
n_art_n,4,0.01394
n_adv_v,4,0.01394
adj_v_v,4,0.01394
adj_n_v,4,0.01394
v_pron_adj,4,0.01394
n_v_adp,3,0.01045
n_v_n,3,0.01045
pron_adv_adv,3,0.01045
pron_adp_pron,3,0.01045
adj_v_adv,3,0.01045
v_art_n,3,0.01045
adv_adp_pron,3,0.01045
adp_n_v,3,0.01045
conj_pron_pron,3,0.01045
n_conj_pron,3,0.01045
pron_n_conj,3,0.01045
adv_v_adp,3,0.01045
art_adj_n,3,0.01045
n_adp_n,3,0.01045
n_v_art,3,0.01045
