chars,Nombre d'apparitions,Frequence d'apparition
n_adv_v,5,0.05051
pron_n_v,4,0.0404
n_v_pron,4,0.0404
adp_n_v,3,0.0303
adp_n_n,3,0.0303
n_v_conj,3,0.0303
v_pron_n,3,0.0303
v_v_conj,3,0.0303
art_n_adp,3,0.0303
adv_v_adv,2,0.0202
v_adj_n,2,0.0202
adv_adp_n,2,0.0202
art_adj_n,2,0.0202
v_art_n,2,0.0202
n_n_n,2,0.0202
adv_v_art,2,0.0202
adp_pron_n,2,0.0202
n_v_n,2,0.0202
conj_n_v,2,0.0202
v_adv_adv,2,0.0202
adv_adv_adp,2,0.0202
n_v_adj,2,0.0202
v_adv_adp,2,0.0202
v_conj_n,2,0.0202
v_conj_pron,2,0.0202
art_n_adv,2,0.0202
pron_adv_v,2,0.0202
v_conj_v,2,0.0202
n_adp_n,2,0.0202
n_n_v,2,0.0202
pron_adp_n,2,0.0202
n_adp_pron,2,0.0202
adj_n_v,2,0.0202
n_v_v,2,0.0202
v_v_pron,2,0.0202
n_art_n,2,0.0202
v_pron_adj,1,0.0101
adj_adp_n,1,0.0101
adj_adj_adp,1,0.0101
conj_adj_adj,1,0.0101
adj_conj_adj,1,0.0101
pron_adj_conj,1,0.0101
adv_v_pron,1,0.0101
v_pron_adp,1,0.0101
v_n_adp,1,0.0101
v_v_n,1,0.0101
conj_v_v,1,0.0101
pron_v_conj,1,0.0101
v_pron_v,1,0.0101
conj_pron_n,1,0.0101
