chars,Nombre d'apparitions,Frequence d'apparition
art_n_v,8,0.05882
adv_art_n,6,0.04412
n_conj_n,5,0.03676
v_art_n,5,0.03676
n_adp_n,4,0.02941
n_v_conj,4,0.02941
n_n_v,4,0.02941
n_v_art,4,0.02941
v_pron_adv,3,0.02206
n_v_pron,3,0.02206
n_conj_adj,3,0.02206
art_n_adv,3,0.02206
adp_art_n,3,0.02206
n_n_n,3,0.02206
n_v_adv,3,0.02206
conj_n_v,3,0.02206
adp_n_conj,3,0.02206
pron_adv_art,3,0.02206
n_art_n,3,0.02206
n_v_n,3,0.02206
v_adv_adv,2,0.01471
v_adv_n,2,0.01471
conj_adj_n,2,0.01471
adv_n_conj,2,0.01471
n_conj_v,2,0.01471
conj_v_adv,2,0.01471
conj_v_adp,2,0.01471
v_conj_v,2,0.01471
v_adp_n,2,0.01471
adv_v_adv,2,0.01471
v_adv_art,2,0.01471
art_n_n,2,0.01471
conj_n_pron,2,0.01471
n_pron_adp,2,0.01471
n_v_v,2,0.01471
adv_conj_n,2,0.01471
interj_v_adv,2,0.01471
n_pron_n,2,0.01471
adj_n_n,2,0.01471
n_adp_art,2,0.01471
adv_n_adp,2,0.01471
v_conj_n,2,0.01471
v_art_adj,2,0.01471
v_v_art,2,0.01471
n_pron_adv,2,0.01471
v_n_pron,2,0.01471
adp_n_num,2,0.01471
adp_adj_n,2,0.01471
n_v_adp,2,0.01471
art_n_adj,2,0.01471
