chars,Nombre d'apparitions,Frequence d'apparition
art_n_v,3,0.04615
adp_pron_n,3,0.04615
n_v_pron,3,0.04615
n_n_v,2,0.03077
v_adp_pron,2,0.03077
v_pron_pron,2,0.03077
n_pron_v,2,0.03077
v_adv_v,2,0.03077
pron_n_n,2,0.03077
adv_adp_pron,2,0.03077
v_pron_adv,2,0.03077
adp_art_n,2,0.03077
pron_n_adp,1,0.01538
pron_v_adj,1,0.01538
v_adj_pron,1,0.01538
adj_pron_n,1,0.01538
pron_n_interj,1,0.01538
n_interj_v,1,0.01538
interj_v_pron,1,0.01538
pron_pron_n,1,0.01538
v_conj_adv,1,0.01538
n_adp_v,1,0.01538
adp_v_adv,1,0.01538
adv_v_v,1,0.01538
v_v_conj,1,0.01538
adv_adj_n,1,0.01538
conj_adv_adp,1,0.01538
adp_pron_v,1,0.01538
pron_v_v,1,0.01538
adj_n_pron,1,0.01538
adv_pron_adv,1,0.01538
v_adv_adj,1,0.01538
v_adp_art,1,0.01538
adv_n_adp,1,0.01538
n_adp_art,1,0.01538
pron_adv_adp,1,0.01538
n_v_interj,1,0.01538
v_interj_n,1,0.01538
interj_n_n,1,0.01538
n_v_adp,1,0.01538
pron_adv_conj,1,0.01538
pron_v_adv,1,0.01538
adv_conj_v,1,0.01538
conj_v_adv,1,0.01538
v_adv_adv,1,0.01538
adv_adv_pron,1,0.01538
pron_adv_adj,1,0.01538
adv_adj_pron,1,0.01538
adj_pron_v,1,0.01538
v_v_adp,1,0.01538
