chars,Nombre d'apparitions,Frequence d'apparition
n_pron_n,4,0.05634
n_adp_pron,3,0.04225
adp_pron_n,3,0.04225
pron_n_conj,3,0.04225
pron_n_pron,3,0.04225
n_adv_v,2,0.02817
n_conj_n,2,0.02817
n_adv_n,2,0.02817
pron_n_v,2,0.02817
adv_v_pron,2,0.02817
conj_n_adv,2,0.02817
v_conj_n,2,0.02817
n_adp_v,2,0.02817
art_n_adp,2,0.02817
adp_art_n,2,0.02817
adj_conj_adv,1,0.01408
n_conj_pronadv,1,0.01408
conj_pronadv_v,1,0.01408
pronadv_v_conj,1,0.01408
adv_v_conj,1,0.01408
v_conj_adj,1,0.01408
conj_adj_conj,1,0.01408
adp_n_n,1,0.01408
conj_adv_art,1,0.01408
adv_art_n,1,0.01408
art_n_pron,1,0.01408
pron_n_adv,1,0.01408
adv_v_adp,1,0.01408
v_adp_n,1,0.01408
n_num_pron,1,0.01408
n_n_v,1,0.01408
num_pron_n,1,0.01408
adp_adv_pron,1,0.01408
adj_n_num,1,0.01408
adv_adp_art,1,0.01408
n_pron_adv,1,0.01408
pron_adv_n,1,0.01408
adv_n_art,1,0.01408
n_art_adj,1,0.01408
art_adj_adv,1,0.01408
adj_adv_adp,1,0.01408
pron_n_adp,1,0.01408
adp_adj_n,1,0.01408
adp_v_adp,1,0.01408
v_adp_adv,1,0.01408
adv_pron_pron,1,0.01408
pron_pron_v,1,0.01408
pron_v_adp,1,0.01408
v_adp_adj,1,0.01408
n_v_pron,1,0.01408
