chars,Nombre d'apparitions,Frequence d'apparition
pron_n_v,11,0.04231
n_pron_n,10,0.03846
n_v_adp,10,0.03846
n_v_pron,8,0.03077
adp_pron_n,8,0.03077
art_n_n,7,0.02692
adp_art_n,7,0.02692
adv_v_v,7,0.02692
v_art_n,7,0.02692
n_n_pron,7,0.02692
n_adp_n,7,0.02692
n_v_v,6,0.02308
n_adp_pron,6,0.02308
art_n_v,6,0.02308
adp_pron_v,6,0.02308
v_v_conj,6,0.02308
art_adj_n,6,0.02308
pron_n_n,6,0.02308
v_adp_n,5,0.01923
adj_n_v,5,0.01923
v_conj_pron,5,0.01923
pron_n_pron,5,0.01923
n_v_art,5,0.01923
adv_n_v,5,0.01923
n_art_n,5,0.01923
pron_pron_n,4,0.01538
v_adp_pron,4,0.01538
conj_v_conj,4,0.01538
v_n_v,4,0.01538
v_conj_n,4,0.01538
conj_adv_v,4,0.01538
v_art_adj,4,0.01538
adp_n_v,4,0.01538
v_pron_n,4,0.01538
n_n_n,4,0.01538
conj_adp_pron,4,0.01538
v_conj_adp,4,0.01538
n_conj_adv,4,0.01538
adj_n_conj,4,0.01538
n_v_adv,4,0.01538
conj_pron_v,4,0.01538
n_n_conj,4,0.01538
adp_adj_n,4,0.01538
n_n_v,4,0.01538
v_adp_art,3,0.01154
art_n_adp,3,0.01154
n_conj_pron,3,0.01154
pron_v_pron,3,0.01154
pron_v_v,3,0.01154
v_v_n,3,0.01154
