chars,Nombre d'apparitions,Frequence d'apparition
pron_n_v,11,0.06509
v_pron_n,10,0.05917
n_v_pron,8,0.04734
v_pron_pron,6,0.0355
pron_n_adp,5,0.02959
n_adp_pron,5,0.02959
adp_pron_n,5,0.02959
n_pron_n,5,0.02959
pron_pron_n,4,0.02367
v_conj_pron,4,0.02367
n_adp_n,4,0.02367
adj_n_pron,4,0.02367
pron_adj_n,4,0.02367
n_v_n,4,0.02367
v_v_pron,4,0.02367
pron_v_pron,4,0.02367
pron_pron_v,4,0.02367
n_n_n,4,0.02367
pron_v_conj,3,0.01775
art_n_adp,3,0.01775
pron_n_interj,3,0.01775
n_art_n,3,0.01775
pron_n_pron,3,0.01775
art_n_v,3,0.01775
v_v_v,3,0.01775
pron_pron_pron,3,0.01775
adv_v_v,3,0.01775
pron_adv_v,3,0.01775
v_pron_adv,3,0.01775
n_v_v,3,0.01775
n_n_v,3,0.01775
conj_pron_n,2,0.01183
adp_art_n,2,0.01183
n_adp_art,2,0.01183
pron_v_v,2,0.01183
v_n_art,2,0.01183
pron_n_adv,2,0.01183
n_v_adv,2,0.01183
n_pron_pron,2,0.01183
v_art_n,2,0.01183
n_v_conj,2,0.01183
v_v_art,2,0.01183
n_conj_pron,2,0.01183
pron_n_n,2,0.01183
adp_n_adp,2,0.01183
adj_pron_pron,2,0.01183
adv_v_pron,2,0.01183
n_adj_conj,1,0.00592
adj_conj_adj,1,0.00592
conj_adj_v,1,0.00592
