chars,Nombre d'apparitions,Frequence d'apparition
adp_art_n,12,0.05333
n_v_n,10,0.04444
n_adp_art,9,0.04
v_n_v,7,0.03111
n_conj_pron,6,0.02667
art_n_v,6,0.02667
adv_adp_n,6,0.02667
pron_n_v,6,0.02667
v_pron_n,6,0.02667
n_v_adv,6,0.02667
adv_adv_adp,5,0.02222
adp_n_n,5,0.02222
n_n_adp,5,0.02222
adj_n_adp,5,0.02222
n_n_n,5,0.02222
n_adj_n,5,0.02222
n_adp_v,5,0.02222
conj_adv_adp,4,0.01778
n_v_pron,4,0.01778
n_adp_n,4,0.01778
v_art_n,4,0.01778
n_art_n,4,0.01778
v_adv_pron,4,0.01778
n_adp_pron,4,0.01778
pron_n_adj,4,0.01778
adp_pron_n,4,0.01778
adj_n_v,4,0.01778
n_n_v,4,0.01778
conj_pron_n,4,0.01778
n_interj_n,4,0.01778
art_n_interj,4,0.01778
adv_n_adp,4,0.01778
pron_n_adp,4,0.01778
n_v_conj,4,0.01778
n_adp_conj,3,0.01333
art_n_n,3,0.01333
adv_adp_art,3,0.01333
v_adv_v,3,0.01333
adv_adp_adj,3,0.01333
pron_n_art,3,0.01333
v_adv_adv,3,0.01333
art_n_art,3,0.01333
interj_n_n,3,0.01333
v_adp_pron,3,0.01333
v_n_adj,3,0.01333
conj_n_adp,3,0.01333
n_n_adv,3,0.01333
v_n_n,3,0.01333
adp_v_n,3,0.01333
v_conj_adv,3,0.01333
