chars,Nombre d'apparitions,Frequence d'apparition
v_art_n,8,0.06015
art_n_v,6,0.04511
pron_v_pron,5,0.03759
art_n_n,4,0.03008
adp_art_n,4,0.03008
n_v_adv,4,0.03008
pron_pron_v,4,0.03008
v_pron_v,3,0.02256
v_pron_pron,3,0.02256
adj_n_pron,3,0.02256
n_art_n,3,0.02256
art_adj_n,3,0.02256
v_adv_v,3,0.02256
adj_n_adp,3,0.02256
n_n_v,3,0.02256
pron_v_v,3,0.02256
adv_v_conj,3,0.02256
adp_adj_n,3,0.02256
art_n_adj,3,0.02256
v_pron_adj,2,0.01504
adp_adv_v,2,0.01504
art_n_conj,2,0.01504
n_conj_n,2,0.01504
adj_pron_v,2,0.01504
pron_v_conj,2,0.01504
adj_v_pron,2,0.01504
v_conj_pron,2,0.01504
art_n_pron,2,0.01504
v_v_conj,2,0.01504
n_v_v,2,0.01504
conj_n_v,2,0.01504
pron_v_adp,2,0.01504
v_n_art,2,0.01504
n_pron_v,2,0.01504
conj_adv_pron,2,0.01504
n_adp_art,2,0.01504
n_n_conj,2,0.01504
v_adp_art,2,0.01504
n_v_adp,2,0.01504
pron_v_art,2,0.01504
adp_pron_v,2,0.01504
n_v_pron,2,0.01504
adv_pron_v,2,0.01504
v_conj_adv,2,0.01504
n_adv_v,2,0.01504
adj_n_adv,2,0.01504
pron_adj_n,2,0.01504
n_adj_adp,2,0.01504
v_v_art,2,0.01504
v_adp_pron,2,0.01504
