chars,Nombre d'apparitions,Frequence d'apparition
adp_art_n,6,0.03371
n_conj_pron,5,0.02809
art_n_n,4,0.02247
pron_n_v,4,0.02247
n_v_conj,3,0.01685
n_v_v,3,0.01685
n_v_pron,3,0.01685
n_adv_pron,3,0.01685
adv_pron_n,3,0.01685
adp_n_conj,3,0.01685
v_adp_art,3,0.01685
v_pron_n,3,0.01685
n_conj_n,3,0.01685
adj_n_conj,3,0.01685
v_adp_n,2,0.01124
n_adp_art,2,0.01124
pron_adv_v,2,0.01124
pron_adj_n,2,0.01124
v_v_v,2,0.01124
conj_pron_adv,2,0.01124
adp_pron_adj,2,0.01124
v_n_adp,2,0.01124
conj_pron_v,2,0.01124
adp_n_adv,2,0.01124
v_v_pron,2,0.01124
pron_v_adp,2,0.01124
pron_n_adv,2,0.01124
conj_n_v,2,0.01124
n_n_adv,2,0.01124
adv_v_pron,2,0.01124
pron_n_conj,2,0.01124
n_adv_v,2,0.01124
n_adv_n,2,0.01124
adv_n_v,2,0.01124
pron_pron_n,2,0.01124
n_n_v,1,0.00562
num_n_adp,1,0.00562
pron_num_n,1,0.00562
conj_pron_num,1,0.00562
n_n_conj,1,0.00562
art_n_art,1,0.00562
v_v_adp,1,0.00562
v_n_v,1,0.00562
n_v_n,1,0.00562
conj_adp_n,1,0.00562
adv_v_adp,1,0.00562
conj_adp_pron,1,0.00562
n_conj_adp,1,0.00562
v_conj_adp,1,0.00562
pron_adp_n,1,0.00562
pron_pron_adp,1,0.00562
v_pron_pron,1,0.00562
v_pron_v,1,0.00562
art_adj_n,1,0.00562
n_art_adj,1,0.00562
pron_v_pron,1,0.00562
adj_n_adj,1,0.00562
n_adj_n,1,0.00562
n_adp_misc,1,0.00562
v_v_n,1,0.00562
adv_v_v,1,0.00562
v_pron_adv,1,0.00562
n_interj_v,1,0.00562
v_conj_pron,1,0.00562
pron_v_conj,1,0.00562
pron_pron_v,1,0.00562
n_pron_pron,1,0.00562
conj_n_pron,1,0.00562
conj_adj_n,1,0.00562
v_conj_adj,1,0.00562
n_n_n,1,0.00562
adj_n_adp,1,0.00562
v_pron_adj,1,0.00562
art_n_v,1,0.00562
pron_adp_art,1,0.00562
v_pron_adp,1,0.00562
adj_n_v,1,0.00562
interj_v_pron,1,0.00562
v_adv_v,1,0.00562
art_n_interj,1,0.00562
adv_n_conj,1,0.00562
art_n_adv,1,0.00562
conj_art_n,1,0.00562
v_conj_art,1,0.00562
conj_pron_pron,1,0.00562
n_adp_n,1,0.00562
n_n_adp,1,0.00562
conj_v_adp,1,0.00562
n_conj_v,1,0.00562
v_adv_n,1,0.00562
n_v_adp,1,0.00562
n_v_adv,1,0.00562
conj_pron_n,1,0.00562
conj_n_n,1,0.00562
adp_adj_n,1,0.00562
n_adp_adj,1,0.00562
pron_n_adp,1,0.00562
n_pron_n,1,0.00562
n_n_pron,1,0.00562
adv_pron_pron,1,0.00562
v_adp_v,1,0.00562
v_art_n,1,0.00562
pron_conj_v,1,0.00562
v_v_art,1,0.00562
pron_adv_pron,1,0.00562
adp_conj_pron,1,0.00562
v_adp_conj,1,0.00562
adj_v_adp,1,0.00562
pron_adj_v,1,0.00562
n_adp_pron,1,0.00562
conj_v_n,1,0.00562
v_pron_conj,1,0.00562
adp_v_conj,1,0.00562
pron_v_v,1,0.00562
adv_pron_v,1,0.00562
v_adv_pron,1,0.00562
adv_v_adv,1,0.00562
pron_v_adv,1,0.00562
n_pron_v,1,0.00562
pron_n_pron,1,0.00562
v_conj_n,1,0.00562
adp_misc_n,1,0.00562
