chars,Nombre d'apparitions,Frequence d'apparition
pron_n_v,5,0.04274
adp_pron_n,5,0.04274
adv_v_v,4,0.03419
pron_n_conj,4,0.03419
n_adp_pron,4,0.03419
conj_pron_v,3,0.02564
v_adv_pron,3,0.02564
adv_adv_v,3,0.02564
pron_adv_adv,3,0.02564
pron_v_adv,3,0.02564
adp_pron_adv,3,0.02564
v_pron_n,3,0.02564
conj_pron_pron,3,0.02564
adp_v_conj,3,0.02564
pron_v_adp,3,0.02564
pron_adv_v,2,0.01709
adv_adj_adp,2,0.01709
conj_v_adv,2,0.01709
adv_v_pron,2,0.01709
adv_adv_adp,2,0.01709
n_pron_pron,2,0.01709
pron_conj_pron,2,0.01709
n_conj_pron,2,0.01709
n_v_adv,2,0.01709
v_v_interj,2,0.01709
pron_v_adj,2,0.01709
v_adj_adp,2,0.01709
adj_adp_n,2,0.01709
adp_n_n,2,0.01709
v_adv_adj,2,0.01709
n_v_pron,2,0.01709
v_interj_v,2,0.01709
v_conj_v,2,0.01709
v_v_pron,2,0.01709
v_pron_pron,2,0.01709
adp_v_n,2,0.01709
adp_n_v,2,0.01709
v_adv_v,2,0.01709
n_v_conj,2,0.01709
pron_pron_v,2,0.01709
num_n_adp,2,0.01709
v_conj_pron,2,0.01709
pron_pron_n,2,0.01709
conj_adp_pron,2,0.01709
n_v_misc,2,0.01709
pron_pron_adp,1,0.00855
pron_adp_v,1,0.00855
v_n_interj,1,0.00855
n_interj_v,1,0.00855
interj_v_n,1,0.00855
