chars,Nombre d'apparitions,Frequence d'apparition
adp_art_n,12,0.0625
art_n_v,8,0.04167
art_n_n,6,0.03125
n_adp_n,5,0.02604
n_n_v,5,0.02604
n_v_n,5,0.02604
n_art_n,5,0.02604
adp_n_n,5,0.02604
n_n_adp,5,0.02604
n_v_v,5,0.02604
n_n_adv,4,0.02083
n_n_n,4,0.02083
n_adv_v,4,0.02083
n_v_adv,4,0.02083
n_adp_art,4,0.02083
pron_n_n,4,0.02083
adv_adp_art,4,0.02083
pron_n_v,4,0.02083
adp_pron_n,4,0.02083
adj_v_adp,4,0.02083
v_adp_art,4,0.02083
n_v_adp,4,0.02083
adp_n_v,4,0.02083
v_pron_v,4,0.02083
v_v_conj,3,0.01562
adv_adv_adv,3,0.01562
n_v_pron,3,0.01562
v_pron_pron,3,0.01562
adj_n_v,3,0.01562
pron_adv_n,3,0.01562
adv_v_v,3,0.01562
v_adv_n,3,0.01562
art_n_adv,3,0.01562
v_pron_adv,3,0.01562
v_n_v,3,0.01562
n_pron_pron,3,0.01562
pron_art_n,3,0.01562
v_conj_pron,3,0.01562
adv_adp_n,3,0.01562
art_n_adp,3,0.01562
v_adv_adp,3,0.01562
pron_v_v,3,0.01562
n_adj_adv,3,0.01562
art_n_adj,3,0.01562
v_n_n,3,0.01562
pron_adj_v,3,0.01562
v_adp_n,3,0.01562
adj_adp_n,2,0.01042
adp_n_adp,2,0.01042
pron_adv_adp,2,0.01042
