chars,Nombre d'apparitions,Frequence d'apparition
n_art_n,21,0.10048
art_n_conj,17,0.08134
conj_art_n,12,0.05742
n_conj_art,11,0.05263
n_adp_n,9,0.04306
adp_n_art,8,0.03828
v_art_n,8,0.03828
art_n_adv,6,0.02871
n_conj_n,5,0.02392
art_n_n,5,0.02392
v_pron_v,5,0.02392
art_n_art,5,0.02392
pron_v_adv,5,0.02392
n_v_art,5,0.02392
n_n_adp,4,0.01914
n_n_art,4,0.01914
n_adv_v,4,0.01914
n_v_n,4,0.01914
n_adv_n,4,0.01914
art_n_v,4,0.01914
adv_n_art,3,0.01435
art_n_pron,3,0.01435
v_n_adp,3,0.01435
adv_v_pron,3,0.01435
n_conj_adv,3,0.01435
conj_n_adp,3,0.01435
v_conj_n,3,0.01435
conj_n_v,3,0.01435
conj_n_adv,2,0.00957
adp_art_n,2,0.00957
art_n_adj,2,0.00957
v_adp_n,2,0.00957
v_v_v,2,0.00957
pron_n_v,2,0.00957
pron_v_pron,2,0.00957
v_adv_pron,2,0.00957
adv_v_adp,2,0.00957
n_interj_n,2,0.00957
n_v_pron,2,0.00957
v_pron_n,2,0.00957
v_adv_v,2,0.00957
art_adj_v,2,0.00957
n_adv_art,2,0.00957
conj_adv_n,2,0.00957
adj_v_conj,2,0.00957
adp_n_adj,1,0.00478
n_adj_conj,1,0.00478
adj_conj_n,1,0.00478
conj_n_conj,1,0.00478
n_conj_adj,1,0.00478
