chars,Nombre d'apparitions,Frequence d'apparition
adp_pron_n,9,0.04433
pron_n_n,6,0.02956
v_pron_n,6,0.02956
adv_adv_v,6,0.02956
adp_art_n,6,0.02956
pron_n_conj,6,0.02956
pron_n_v,6,0.02956
adp_n_conj,5,0.02463
adv_v_pron,5,0.02463
n_conj_n,5,0.02463
art_n_v,5,0.02463
adj_n_n,5,0.02463
n_n_n,5,0.02463
n_v_pron,5,0.02463
conj_pron_n,5,0.02463
n_conj_pron,5,0.02463
n_conj_v,5,0.02463
n_adv_v,4,0.0197
v_adv_adv,4,0.0197
n_adp_pron,4,0.0197
n_n_v,4,0.0197
v_conj_v,4,0.0197
pron_adj_n,4,0.0197
n_v_adv,4,0.0197
conj_v_v,4,0.0197
v_conj_pron,4,0.0197
v_adp_n,3,0.01478
n_n_adp,3,0.01478
pron_n_adv,3,0.01478
adv_v_v,3,0.01478
v_v_adp,3,0.01478
v_v_pron,3,0.01478
n_v_v,3,0.01478
n_adv_n,3,0.01478
art_n_n,3,0.01478
n_art_n,3,0.01478
n_conj_adp,3,0.01478
v_pron_pron,3,0.01478
art_n_adv,3,0.01478
adv_v_adv,3,0.01478
pron_adv_adv,3,0.01478
n_adj_n,3,0.01478
v_adp_pron,3,0.01478
n_v_adp,3,0.01478
pron_v_v,3,0.01478
conj_pron_v,3,0.01478
pron_v_conj,3,0.01478
v_v_conj,3,0.01478
adj_n_conj,3,0.01478
n_pron_n,3,0.01478
