chars,Nombre d'apparitions,Frequence d'apparition
adp_art_n,6,0.05217
art_n_n,5,0.04348
n_adv_v,5,0.04348
n_adp_n,4,0.03478
n_art_n,4,0.03478
v_adp_art,3,0.02609
n_pron_n,3,0.02609
n_v_n,3,0.02609
n_n_conj,3,0.02609
pron_v_adp,3,0.02609
pron_adp_pron,3,0.02609
adv_v_conj,3,0.02609
art_n_v,2,0.01739
v_conj_pron,2,0.01739
conj_pron_n,2,0.01739
pron_n_v,2,0.01739
v_v_pron,2,0.01739
pron_n_n,2,0.01739
adp_pron_adp,2,0.01739
adp_n_num,2,0.01739
v_conj_n,2,0.01739
conj_n_n,2,0.01739
v_pron_adp,2,0.01739
pron_adp_n,2,0.01739
n_n_n,2,0.01739
n_conj_n,2,0.01739
n_adj_adj,2,0.01739
n_v_conj,2,0.01739
adp_pron_pron,2,0.01739
conj_pron_v,2,0.01739
adj_n_adp,2,0.01739
v_adv_adv,2,0.01739
v_conj_art,2,0.01739
conj_art_n,2,0.01739
adp_n_v,2,0.01739
n_conj_pron,2,0.01739
adj_adj_n,2,0.01739
n_v_pron,2,0.01739
adp_n_adv,2,0.01739
adp_pron_n,2,0.01739
pron_n_conj,2,0.01739
n_conj_adp,2,0.01739
adj_n_conj,2,0.01739
n_n_adp,2,0.01739
n_conj_v,1,0.0087
conj_v_v,1,0.0087
v_v_adv,1,0.0087
adv_adv_art,1,0.0087
adv_art_num,1,0.0087
art_num_n,1,0.0087
