chars,Nombre d'apparitions,Frequence d'apparition
v_pron_v,6,0.06593
n_adp_n,5,0.05495
v_pron_n,4,0.04396
n_v_pron,4,0.04396
adp_n_v,4,0.04396
adv_v_pron,3,0.03297
n_art_n,3,0.03297
v_adv_v,3,0.03297
v_adp_n,2,0.02198
adp_art_n,2,0.02198
v_adp_art,2,0.02198
conj_n_adp,2,0.02198
v_conj_n,2,0.02198
n_v_v,2,0.02198
pron_v_adp,2,0.02198
art_n_v,2,0.02198
pron_v_v,2,0.02198
adv_v_adp,2,0.02198
adv_adv_n,2,0.02198
pron_n_adv,2,0.02198
adp_pron_n,2,0.02198
pron_n_pron,2,0.02198
pron_v_adv,2,0.02198
pron_pron_v,2,0.02198
pron_v_pron,2,0.02198
adv_n_v,1,0.01099
n_v_conj,1,0.01099
v_conj_adp,1,0.01099
conj_adp_pron,1,0.01099
n_adv_adv,1,0.01099
adv_art_n,1,0.01099
n_pron_v,1,0.01099
adp_n_adv,1,0.01099
n_adv_art,1,0.01099
pron_pron_n,1,0.01099
n_v_interj,1,0.01099
pron_n_v,1,0.01099
adj_adv_adp,1,0.01099
n_pron_pron,1,0.01099
adv_pron_pron,1,0.01099
n_adv_pron,1,0.01099
art_n_adv,1,0.01099
pron_n_art,1,0.01099
art_adv_v,1,0.01099
pron_art_adv,1,0.01099
conj_pron_art,1,0.01099
n_conj_pron,1,0.01099
adp_n_conj,1,0.01099
adv_adp_n,1,0.01099
v_interj_pron,1,0.01099
