chars,Nombre d'apparitions,Frequence d'apparition
n_v_pron,6,0.0438
v_pron_n,6,0.0438
adp_pron_v,5,0.0365
pron_n_v,5,0.0365
adv_v_pron,4,0.0292
art_n_adp,4,0.0292
pron_n_adv,4,0.0292
v_pron_v,4,0.0292
pron_v_v,4,0.0292
n_pron_n,4,0.0292
n_adp_pron,4,0.0292
adp_n_v,4,0.0292
n_v_adp,3,0.0219
pron_pron_n,3,0.0219
n_adv_v,3,0.0219
adp_pron_n,3,0.0219
pron_n_pron,3,0.0219
pron_v_adv,3,0.0219
n_adv_pron,3,0.0219
v_adv_v,3,0.0219
v_art_n,3,0.0219
n_adp_n,3,0.0219
pron_adj_n,3,0.0219
n_v_adv,3,0.0219
v_adv_art,2,0.0146
pron_n_adp,2,0.0146
num_art_n,2,0.0146
v_adv_adj,2,0.0146
v_pron_pron,2,0.0146
adv_adv_adv,2,0.0146
adv_v_adv,2,0.0146
v_n_v,2,0.0146
n_v_n,2,0.0146
art_n_v,2,0.0146
adj_n_adp,2,0.0146
v_v_pron,2,0.0146
v_v_v,2,0.0146
v_adp_n,2,0.0146
v_adp_pron,2,0.0146
pron_pron_adv,2,0.0146
adv_pron_pron,2,0.0146
adj_n_adv,2,0.0146
conj_pron_pron,2,0.0146
art_n_pron,2,0.0146
adv_pron_adj,2,0.0146
punc_n_v,1,0.0073
v_adv_pron,1,0.0073
pron_n_art,1,0.0073
n_art_adj,1,0.0073
art_adj_n,1,0.0073
