chars,Nombre d'apparitions,Frequence d'apparition
n_n_n,10,0.05587
pron_n_n,6,0.03352
n_pron_n,6,0.03352
adp_pron_n,6,0.03352
n_pron_v,5,0.02793
pron_n_v,5,0.02793
n_n_adp,5,0.02793
v_conj_pron,5,0.02793
n_adp_n,5,0.02793
v_adv_v,5,0.02793
adp_art_n,5,0.02793
n_adv_v,4,0.02235
n_n_adv,4,0.02235
n_v_conj,4,0.02235
v_pron_n,4,0.02235
n_v_pron,4,0.02235
pron_v_v,4,0.02235
v_art_n,3,0.01676
n_adv_adv,3,0.01676
v_n_v,3,0.01676
v_adp_n,3,0.01676
adp_n_pron,3,0.01676
pron_n_pron,3,0.01676
pron_adv_n,3,0.01676
v_pron_adv,3,0.01676
n_v_adv,3,0.01676
n_v_n,3,0.01676
art_n_interj,3,0.01676
n_adp_art,3,0.01676
art_n_adp,3,0.01676
conj_pron_v,3,0.01676
art_n_v,3,0.01676
n_adp_pron,3,0.01676
n_n_pron,3,0.01676
n_n_v,3,0.01676
v_adp_pron,3,0.01676
adv_v_pron,3,0.01676
pron_n_adv,3,0.01676
adp_n_v,3,0.01676
conj_art_n,3,0.01676
n_art_n,3,0.01676
pron_n_adp,3,0.01676
n_conj_v,3,0.01676
v_conj_n,2,0.01117
n_conj_art,2,0.01117
art_n_n,2,0.01117
n_adv_n,2,0.01117
adv_n_pron,2,0.01117
conj_pron_n,2,0.01117
conj_v_pron,2,0.01117
