chars,Nombre d'apparitions,Frequence d'apparition
pron_v_pron,8,0.05128
n_pron_v,7,0.04487
n_v_pron,6,0.03846
v_pron_adv,6,0.03846
v_pron_adj,5,0.03205
n_n_v,5,0.03205
adv_v_pron,5,0.03205
n_n_n,4,0.02564
adp_pron_n,4,0.02564
v_adv_v,4,0.02564
adj_n_adp,4,0.02564
n_art_n,4,0.02564
v_pron_v,4,0.02564
adp_n_conj,4,0.02564
v_pron_adp,3,0.01923
n_adp_v,3,0.01923
n_conj_v,3,0.01923
pron_v_adv,3,0.01923
v_conj_v,3,0.01923
pron_adp_v,3,0.01923
adj_conj_n,3,0.01923
n_adp_art,3,0.01923
adp_art_n,3,0.01923
n_adp_n,3,0.01923
v_art_adj,3,0.01923
adj_n_v,3,0.01923
pron_adj_n,3,0.01923
art_n_n,3,0.01923
v_pron_num,2,0.01282
n_v_adp,2,0.01282
art_adj_n,2,0.01282
v_v_pron,2,0.01282
art_n_adp,2,0.01282
v_conj_pron,2,0.01282
v_art_n,2,0.01282
adp_v_punc,2,0.01282
punc_pron_n,2,0.01282
adj_adj_n,2,0.01282
n_adj_n,2,0.01282
adv_adp_v,2,0.01282
pron_adv_adp,2,0.01282
pron_punc_pron,2,0.01282
v_v_conj,2,0.01282
pron_v_v,2,0.01282
v_conj_n,2,0.01282
n_v_conj,2,0.01282
n_conj_adj,2,0.01282
n_adj_conj,2,0.01282
adj_n_n,2,0.01282
pron_n_n,2,0.01282
