chars,Nombre d'apparitions,Frequence d'apparition
pron_n_v,6,0.05556
n_v_pron,6,0.05556
v_pron_n,5,0.0463
v_v_pron,4,0.03704
n_pron_n,4,0.03704
art_n_v,4,0.03704
adp_art_n,4,0.03704
adp_pron_n,3,0.02778
n_conj_n,3,0.02778
art_n_conj,3,0.02778
v_pron_v,3,0.02778
n_n_pron,3,0.02778
pron_n_n,3,0.02778
v_n_art,2,0.01852
pron_v_v,2,0.01852
v_art_adj,2,0.01852
art_adj_n,2,0.01852
n_n_v,2,0.01852
v_pron_adp,2,0.01852
v_adv_pron,2,0.01852
conj_pron_art,2,0.01852
n_art_n,2,0.01852
n_conj_pron,2,0.01852
n_v_n,2,0.01852
pron_adj_n,2,0.01852
pron_n_art,2,0.01852
n_interj_pron,2,0.01852
n_pron_adj,2,0.01852
art_n_n,2,0.01852
adj_n_v,2,0.01852
n_v_v,2,0.01852
n_v_adv,2,0.01852
pron_n_adp,2,0.01852
v_adv_adp,1,0.00926
v_conj_num,1,0.00926
n_v_conj,1,0.00926
n_adp_pron,1,0.00926
num_pron_n,1,0.00926
pron_num_pron,1,0.00926
adp_pron_num,1,0.00926
adv_adp_pron,1,0.00926
n_v_adj,1,0.00926
pron_v_pron,1,0.00926
adj_n_n,1,0.00926
adj_adj_n,1,0.00926
v_adj_adj,1,0.00926
interj_pron_n,1,0.00926
n_n_interj,1,0.00926
v_art_n,1,0.00926
conj_num_n,1,0.00926
