chars,Nombre d'apparitions,Frequence d'apparition
art_n_v,17,0.08134
v_art_n,16,0.07656
adp_art_n,9,0.04306
v_adv_v,9,0.04306
n_adp_art,8,0.03828
adv_v_art,8,0.03828
n_v_adv,7,0.03349
art_n_adp,6,0.02871
n_v_art,5,0.02392
n_conj_n,5,0.02392
adv_v_pron,5,0.02392
n_v_conj,5,0.02392
v_n_v,4,0.01914
n_v_n,4,0.01914
v_conj_adv,4,0.01914
n_adp_n,4,0.01914
n_n_n,4,0.01914
v_pron_n,4,0.01914
n_art_n,4,0.01914
v_pron_v,4,0.01914
n_pron_v,4,0.01914
n_v_pron,4,0.01914
pron_n_v,4,0.01914
art_n_n,3,0.01435
v_v_conj,3,0.01435
v_adp_pron,3,0.01435
conj_adv_v,3,0.01435
art_n_conj,3,0.01435
n_adv_v,3,0.01435
v_adp_n,3,0.01435
pron_adv_v,3,0.01435
n_n_pron,3,0.01435
v_conj_n,3,0.01435
adv_v_v,3,0.01435
n_v_adp,2,0.00957
pron_art_adj,2,0.00957
n_adv_n,2,0.00957
adp_n_pron,2,0.00957
adv_v_adv,2,0.00957
n_v_v,2,0.00957
art_n_adv,2,0.00957
pron_n_n,2,0.00957
v_adv_adv,2,0.00957
pron_v_adv,2,0.00957
conj_n_v,2,0.00957
adp_pron_n,2,0.00957
n_adp_pron,2,0.00957
pron_n_adp,2,0.00957
n_pron_n,2,0.00957
art_adj_n,2,0.00957
