chars,Nombre d'apparitions,Frequence d'apparition
n_conj_n,11,0.04435
n_pron_n,10,0.04032
adp_art_n,9,0.03629
n_pron_v,8,0.03226
v_pron_v,8,0.03226
n_adp_n,8,0.03226
pron_v_adv,7,0.02823
adp_n_conj,7,0.02823
pron_v_pron,6,0.02419
adp_pron_n,6,0.02419
pron_v_adp,6,0.02419
n_n_conj,6,0.02419
art_n_pron,6,0.02419
v_art_n,6,0.02419
n_adv_v,5,0.02016
pron_n_conj,5,0.02016
pron_n_n,5,0.02016
v_adp_n,5,0.02016
art_n_v,5,0.02016
v_adp_art,5,0.02016
pron_n_adv,5,0.02016
v_adv_v,5,0.02016
pron_adv_adp,4,0.01613
adp_n_pron,4,0.01613
art_n_adp,4,0.01613
v_n_adp,4,0.01613
conj_n_adv,4,0.01613
conj_n_n,4,0.01613
v_adp_pron,4,0.01613
adv_adv_v,4,0.01613
v_v_pron,4,0.01613
n_v_v,4,0.01613
adv_v_conj,4,0.01613
v_pron_adv,4,0.01613
v_conj_pron,4,0.01613
adv_v_pron,4,0.01613
conj_art_n,4,0.01613
n_art_n,4,0.01613
n_conj_art,4,0.01613
v_pron_pron,4,0.01613
n_conj_adp,4,0.01613
n_v_adp,4,0.01613
n_n_pron,3,0.0121
adv_n_v,3,0.0121
n_v_adj,3,0.0121
conj_pron_v,3,0.0121
pron_pron_v,3,0.0121
pron_v_conj,3,0.0121
n_adv_num,3,0.0121
adv_adv_adv,3,0.0121
