chars,Nombre d'apparitions,Frequence d'apparition
pron_n_n,11,0.04247
adp_pron_n,10,0.03861
n_n_n,9,0.03475
n_art_n,9,0.03475
n_conj_n,9,0.03475
n_adv_v,9,0.03475
art_n_n,8,0.03089
v_art_n,8,0.03089
n_n_pron,7,0.02703
n_n_adv,7,0.02703
n_adp_n,7,0.02703
adp_n_n,6,0.02317
art_n_conj,6,0.02317
n_pron_n,6,0.02317
pron_n_adv,5,0.01931
n_n_adp,5,0.01931
v_pron_n,5,0.01931
n_n_v,5,0.01931
v_conj_n,5,0.01931
n_n_art,5,0.01931
adj_n_n,5,0.01931
n_adp_pron,5,0.01931
pron_n_adp,5,0.01931
pron_adv_v,4,0.01544
adp_n_v,4,0.01544
n_v_pron,4,0.01544
adj_n_conj,4,0.01544
n_pron_adv,4,0.01544
pron_adj_n,4,0.01544
conj_pron_n,4,0.01544
conj_adp_pron,4,0.01544
n_conj_adp,4,0.01544
art_n_adp,4,0.01544
n_adv_n,4,0.01544
adv_adp_pron,4,0.01544
pron_v_adv,4,0.01544
n_pron_v,4,0.01544
adp_art_n,4,0.01544
n_n_conj,4,0.01544
art_adj_n,4,0.01544
n_v_conj,4,0.01544
conj_n_v,4,0.01544
v_v_conj,4,0.01544
n_pron_adj,4,0.01544
pron_n_pron,3,0.01158
n_v_v,3,0.01158
conj_n_adp,3,0.01158
n_n_interj,3,0.01158
conj_n_n,3,0.01158
pron_v_v,3,0.01158
