chars,Nombre d'apparitions,Frequence d'apparition
v_pron_n,8,0.0708
n_pron_n,5,0.04425
pron_n_v,4,0.0354
n_adv_v,4,0.0354
v_v_pron,4,0.0354
n_adp_n,4,0.0354
pron_n_adv,4,0.0354
pron_n_adp,4,0.0354
adp_n_adp,3,0.02655
n_adp_pron,3,0.02655
pron_n_pron,3,0.02655
adp_pron_n,3,0.02655
n_pron_v,3,0.02655
pron_v_v,3,0.02655
v_pron_v,3,0.02655
adv_v_pron,3,0.02655
n_v_pron,3,0.02655
n_n_v,3,0.02655
pron_adj_n,2,0.0177
adp_pron_adj,2,0.0177
adj_n_pron,2,0.0177
v_adp_pron,2,0.0177
v_adp_n,2,0.0177
v_pron_adv,2,0.0177
n_v_conj,2,0.0177
pron_pron_n,2,0.0177
v_pron_pron,2,0.0177
pron_v_pron,2,0.0177
pronadv_pronadv_pronadv,2,0.0177
pron_n_n,2,0.0177
n_v_v,2,0.0177
adp_n_n,2,0.0177
pron_v_num,1,0.00885
pron_pron_adv,1,0.00885
pronadv_v_pron,1,0.00885
pronadv_pronadv_v,1,0.00885
n_pronadv_pronadv,1,0.00885
n_n_pronadv,1,0.00885
num_pron_n,1,0.00885
v_num_pron,1,0.00885
n_pronadv_n,1,0.00885
v_n_adv,1,0.00885
v_v_n,1,0.00885
pronadv_n_n,1,0.00885
art_n_pronadv,1,0.00885
adv_art_n,1,0.00885
pronadv_adv_art,1,0.00885
v_pronadv_adv,1,0.00885
n_v_pronadv,1,0.00885
pron_adv_adj,1,0.00885
