chars,Nombre d'apparitions,Frequence d'apparition
v_pron_v,11,0.06077
n_v_pron,11,0.06077
v_v_pron,6,0.03315
adj_n_v,6,0.03315
adp_art_n,5,0.02762
n_pron_v,5,0.02762
pron_pron_v,5,0.02762
pron_v_v,5,0.02762
pron_n_v,5,0.02762
pron_n_pron,5,0.02762
pron_v_pron,5,0.02762
v_pron_n,5,0.02762
art_adj_n,4,0.0221
pron_adv_v,4,0.0221
pron_v_adp,4,0.0221
pron_v_adv,4,0.0221
pron_adj_n,4,0.0221
v_pron_adj,4,0.0221
pron_v_n,4,0.0221
n_adj_n,3,0.01657
art_n_n,3,0.01657
v_adp_n,3,0.01657
adv_v_v,3,0.01657
v_adp_pron,3,0.01657
pron_v_art,3,0.01657
n_conj_n,3,0.01657
n_n_conj,3,0.01657
v_pron_pron,3,0.01657
adj_pron_v,3,0.01657
n_v_adv,3,0.01657
n_n_v,3,0.01657
pron_n_adp,3,0.01657
conj_pron_n,3,0.01657
v_conj_pron,3,0.01657
pron_v_conj,3,0.01657
pron_pron_n,3,0.01657
adj_n_n,2,0.01105
adp_pron_n,2,0.01105
n_adv_adj,2,0.01105
conj_n_v,2,0.01105
n_pron_adj,2,0.01105
adj_v_pron,2,0.01105
adv_pron_pron,2,0.01105
pron_adj_pron,2,0.01105
n_pron_pron,2,0.01105
v_n_pron,2,0.01105
v_adv_pron,2,0.01105
adp_n_n,2,0.01105
v_adp_art,2,0.01105
pron_n_conj,2,0.01105
