chars,Nombre d'apparitions,Frequence d'apparition
adj_n_n,3,0.05085
v_pron_n,2,0.0339
pron_n_adj,2,0.0339
adp_n_v,2,0.0339
n_v_pron,2,0.0339
adp_n_adj,2,0.0339
pron_adv_v,2,0.0339
conj_adp_n,2,0.0339
interj_adv_v,1,0.01695
n_adp_n,1,0.01695
v_n_adp,1,0.01695
adv_v_n,1,0.01695
adj_pron_pron,1,0.01695
pron_interj_adv,1,0.01695
pron_pron_interj,1,0.01695
n_n_conj,1,0.01695
n_adj_n,1,0.01695
adv_adp_art,1,0.01695
n_conj_adv,1,0.01695
conj_adv_adp,1,0.01695
n_conj_adp,1,0.01695
adp_art_art,1,0.01695
art_art_n,1,0.01695
art_n_adp,1,0.01695
n_adp_pron,1,0.01695
adp_pron_n,1,0.01695
pron_n_n,1,0.01695
n_adj_pron,1,0.01695
v_art_n,1,0.01695
conj_n_conj,1,0.01695
adv_v_v,1,0.01695
v_adj_conj,1,0.01695
adj_conj_v,1,0.01695
conj_v_conj,1,0.01695
v_conj_adp,1,0.01695
adp_n_pron,1,0.01695
n_pron_n,1,0.01695
pron_n_adv,1,0.01695
n_adv_v,1,0.01695
v_v_pron,1,0.01695
n_conj_n,1,0.01695
n_adj_conj,1,0.01695
adj_conj_n,1,0.01695
conj_n_adp,1,0.01695
n_adp_adj,1,0.01695
adp_adj_n,1,0.01695
n_n_v,1,0.01695
n_v_art,1,0.01695
art_n_conj,1,0.01695
n_n_n,1,0.01695
