chars,Nombre d'apparitions,Frequence d'apparition
n_n_n,6,0.05505
adp_pron_n,4,0.0367
n_adp_n,4,0.0367
n_pron_n,4,0.0367
art_n_adp,4,0.0367
pron_n_v,4,0.0367
conj_n_n,4,0.0367
art_n_n,3,0.02752
pron_n_n,3,0.02752
n_adp_pron,3,0.02752
n_n_pron,3,0.02752
n_conj_n,3,0.02752
adp_art_n,3,0.02752
n_adp_art,3,0.02752
n_v_v,3,0.02752
n_n_v,3,0.02752
v_pron_n,2,0.01835
pron_adp_n,2,0.01835
v_art_n,2,0.01835
v_v_pron,2,0.01835
adv_v_n,2,0.01835
adv_v_conj,2,0.01835
pron_pron_n,2,0.01835
v_adp_pron,2,0.01835
n_v_adp,2,0.01835
adj_n_adp,2,0.01835
n_art_n,2,0.01835
adp_n_n,2,0.01835
n_conj_adp,2,0.01835
pron_n_art,2,0.01835
n_adj_adp,2,0.01835
n_n_adj,2,0.01835
n_v_adj,2,0.01835
adp_n_v,2,0.01835
art_adv_n,1,0.00917
art_adj_n,1,0.00917
n_art_adj,1,0.00917
adp_n_pron,1,0.00917
pron_n_adp,1,0.00917
adj_adp_pron,1,0.00917
adv_n_adp,1,0.00917
art_adj_conj,1,0.00917
v_art_adv,1,0.00917
v_v_art,1,0.00917
v_v_v,1,0.00917
adj_conj_n,1,0.00917
conj_art_adj,1,0.00917
adj_conj_art,1,0.00917
v_adj_conj,1,0.00917
adj_n_conj,1,0.00917
