chars,Nombre d'apparitions,Frequence d'apparition
pron_n_v,5,0.04902
pron_pron_n,4,0.03922
adp_art_n,3,0.02941
adv_v_adv,3,0.02941
v_art_n,3,0.02941
art_n_conj,3,0.02941
pron_pron_pron,3,0.02941
n_conj_n,3,0.02941
n_pron_v,3,0.02941
conj_n_pron,2,0.01961
adv_pron_art,2,0.01961
pron_art_n,2,0.01961
art_n_pron,2,0.01961
n_pron_n,2,0.01961
n_v_adv,2,0.01961
v_pron_pron,2,0.01961
n_v_n,2,0.01961
art_n_adp,2,0.01961
n_adp_art,2,0.01961
v_adv_pron,2,0.01961
v_interj_adv,2,0.01961
v_conj_v,2,0.01961
conj_v_pron,2,0.01961
n_n_v,2,0.01961
n_adv_v,2,0.01961
pron_adv_v,2,0.01961
conj_n_v,2,0.01961
conj_n_punc,2,0.01961
n_punc_conj,2,0.01961
v_pron_adv,2,0.01961
conj_pron_pron,2,0.01961
n_v_conj,2,0.01961
v_conj_n,2,0.01961
punc_conj_pron,2,0.01961
n_conj_pron,2,0.01961
conj_pron_n,2,0.01961
n_v_interj,2,0.01961
v_interj_adj,2,0.01961
pron_n_pron,2,0.01961
n_v_pron,2,0.01961
v_conj_adp,1,0.0098
conj_adp_art,1,0.0098
art_n_n,1,0.0098
n_n_conj,1,0.0098
pron_n_interj,1,0.0098
n_interj_n,1,0.0098
interj_n_v,1,0.0098
interj_adj_pron,1,0.0098
adj_pron_n,1,0.0098
pron_v_conj,1,0.0098
