chars,Nombre d'apparitions,Frequence d'apparition
n_v_pron,6,0.05128
v_pron_v,5,0.04274
v_pron_n,4,0.03419
pron_adv_v,4,0.03419
pron_adj_v,3,0.02564
pron_n_adv,3,0.02564
adv_v_adv,3,0.02564
v_pron_adv,3,0.02564
v_v_pron,3,0.02564
n_adv_v,3,0.02564
conj_n_pron,3,0.02564
pron_n_v,3,0.02564
conj_pron_pron,3,0.02564
pron_v_pron,3,0.02564
adj_v_pron,3,0.02564
n_v_v,3,0.02564
pron_v_conj,2,0.01709
pron_v_n,2,0.01709
art_n_adv,2,0.01709
adv_v_pron,2,0.01709
adp_num_n,2,0.01709
adv_v_adp,2,0.01709
adv_conj_pron,2,0.01709
pron_pron_adv,2,0.01709
adp_n_conj,2,0.01709
n_conj_v,2,0.01709
v_pron_adj,2,0.01709
v_adp_n,2,0.01709
v_art_adj,2,0.01709
art_adj_n,2,0.01709
v_adv_v,2,0.01709
n_v_art,2,0.01709
pron_pron_v,2,0.01709
n_pron_adv,2,0.01709
v_pron_art,2,0.01709
art_n_n,2,0.01709
adj_n_v,2,0.01709
v_pron_pron,2,0.01709
n_n_v,2,0.01709
v_art_n,2,0.01709
pron_pron_n,2,0.01709
n_pron_adj,2,0.01709
adv_n_conj,2,0.01709
n_conj_n,2,0.01709
pron_adv_adj,1,0.00855
adv_adj_v,1,0.00855
pron_art_n,1,0.00855
pron_n_art,1,0.00855
n_art_n,1,0.00855
n_n_n,1,0.00855
