chars,Nombre d'apparitions,Frequence d'apparition
v_pron_v,6,0.05556
adv_v_pron,5,0.0463
adp_art_n,4,0.03704
n_pron_pron,4,0.03704
v_pron_adv,4,0.03704
v_adv_v,3,0.02778
pron_v_pron,3,0.02778
n_v_pron,3,0.02778
n_conj_pron,3,0.02778
pron_n_v,3,0.02778
v_n_pron,3,0.02778
pron_v_v,3,0.02778
art_n_v,3,0.02778
conj_pron_v,2,0.01852
n_pron_v,2,0.01852
v_pron_n,2,0.01852
pron_n_pron,2,0.01852
conj_pron_n,2,0.01852
art_adj_n,2,0.01852
v_art_adj,2,0.01852
pron_v_art,2,0.01852
n_v_n,2,0.01852
pron_adp_art,2,0.01852
n_v_adv,2,0.01852
adp_pron_n,2,0.01852
pron_pron_adp,2,0.01852
n_pron_n,2,0.01852
n_art_n,2,0.01852
adv_adv_v,2,0.01852
v_art_n,2,0.01852
conj_n_pron,2,0.01852
art_n_conj,2,0.01852
pron_n_n,2,0.01852
pronadv_pronadv_v,2,0.01852
pronadv_v_conj,2,0.01852
pron_pron_v,2,0.01852
n_adp_n,2,0.01852
adv_v_art,1,0.00926
n_conj_n,1,0.00926
n_adp_art,1,0.00926
adp_n_adp,1,0.00926
v_adp_n,1,0.00926
n_v_adp,1,0.00926
art_adj_v,1,0.00926
pron_adv_adv,1,0.00926
conj_pron_adv,1,0.00926
v_conj_pron,1,0.00926
pron_v_conj,1,0.00926
adj_v_pron,1,0.00926
n_n_num,1,0.00926
