chars,Nombre d'apparitions,Frequence d'apparition
adp_pron_n,7,0.05385
pron_adj_n,5,0.03846
pron_n_pronadv,5,0.03846
v_pron_n,5,0.03846
n_n_adv,4,0.03077
n_n_n,4,0.03077
n_pronadv_punc,4,0.03077
n_pron_v,4,0.03077
pron_v_pron,4,0.03077
v_pron_adp,3,0.02308
v_pron_adv,3,0.02308
n_conj_v,3,0.02308
pron_n_adp,3,0.02308
pronadv_punc_v,3,0.02308
pron_adp_pron,3,0.02308
adv_v_pron,3,0.02308
n_adv_v,3,0.02308
adj_n_conj,3,0.02308
n_pron_adj,3,0.02308
n_n_pron,3,0.02308
n_adp_art,3,0.02308
pron_n_n,3,0.02308
v_v_pron,3,0.02308
interj_n_n,2,0.01538
punc_v_pron,2,0.01538
adv_pron_n,2,0.01538
pron_adv_pron,2,0.01538
pron_n_pron,2,0.01538
n_adp_pron,2,0.01538
pronadv_v_pron,2,0.01538
n_pronadv_v,2,0.01538
n_n_pronadv,2,0.01538
adp_art_n,2,0.01538
v_interj_n,2,0.01538
v_art_n,2,0.01538
adj_n_punc,2,0.01538
n_n_v,2,0.01538
n_v_art,2,0.01538
adj_n_n,2,0.01538
art_n_n,2,0.01538
v_adp_pron,2,0.01538
v_pron_adj,2,0.01538
n_adj_n,1,0.00769
n_v_v,1,0.00769
n_adv_punc,1,0.00769
adv_punc_n,1,0.00769
punc_n_adp,1,0.00769
adp_art_adj,1,0.00769
art_adj_n,1,0.00769
adj_n_adp,1,0.00769
