chars,Nombre d'apparitions,Frequence d'apparition
n_v_pron,10,0.0495
adv_v_adv,8,0.0396
v_pron_v,8,0.0396
pron_n_v,7,0.03465
pron_pron_v,6,0.0297
art_n_v,6,0.0297
pron_v_adp,5,0.02475
adp_art_n,5,0.02475
adp_pron_n,5,0.02475
n_adv_v,5,0.02475
v_pron_n,5,0.02475
v_pron_pron,5,0.02475
pron_v_pron,5,0.02475
v_v_pron,5,0.02475
adp_n_v,5,0.02475
pron_v_v,4,0.0198
n_adv_pron,4,0.0198
adv_pron_v,4,0.0198
pron_adv_v,4,0.0198
v_adv_adp,4,0.0198
adv_v_pron,4,0.0198
v_pron_adv,4,0.0198
v_adv_adv,4,0.0198
v_art_n,4,0.0198
v_conj_pron,4,0.0198
n_v_v,4,0.0198
v_adp_n,4,0.0198
adp_v_conj,3,0.01485
art_n_adv,3,0.01485
v_adv_pron,3,0.01485
v_n_adv,3,0.01485
adp_adv_v,3,0.01485
n_v_n,3,0.01485
art_n_n,3,0.01485
v_adv_v,3,0.01485
v_pron_adp,3,0.01485
pron_v_adv,3,0.01485
n_pron_v,3,0.01485
v_adp_pron,3,0.01485
adv_v_adp,3,0.01485
adv_adv_v,3,0.01485
adj_n_adv,3,0.01485
v_n_v,3,0.01485
n_adp_n,3,0.01485
adp_n_adp,3,0.01485
adv_adp_n,2,0.0099
pron_v_conj,2,0.0099
conj_pron_n,2,0.0099
v_adp_adv,2,0.0099
v_v_adj,2,0.0099
