chars,Nombre d'apparitions,Frequence d'apparition
v_pron_n,11,0.04846
adp_art_n,8,0.03524
v_adv_v,8,0.03524
n_pron_n,8,0.03524
n_v_pron,8,0.03524
pron_v_v,7,0.03084
adv_v_pron,7,0.03084
n_adv_v,7,0.03084
v_adp_n,7,0.03084
n_adp_art,6,0.02643
pron_adv_v,6,0.02643
adv_v_adv,6,0.02643
n_pron_v,6,0.02643
n_n_v,6,0.02643
pron_n_n,5,0.02203
v_v_pron,5,0.02203
n_adp_n,5,0.02203
n_v_adv,5,0.02203
v_pron_v,5,0.02203
adp_pron_n,5,0.02203
pron_n_conj,5,0.02203
adp_n_v,4,0.01762
adv_v_adj,4,0.01762
adp_n_adp,4,0.01762
n_adp_pron,4,0.01762
n_art_n,4,0.01762
adv_v_conj,4,0.01762
art_adj_n,4,0.01762
art_n_adp,4,0.01762
v_adp_art,4,0.01762
num_num_num,4,0.01762
pron_n_pron,4,0.01762
n_n_pron,3,0.01322
v_adj_adv,3,0.01322
adv_adp_n,3,0.01322
pron_n_art,3,0.01322
adv_v_adp,3,0.01322
v_v_adp,3,0.01322
art_n_n,3,0.01322
pron_n_v,3,0.01322
adv_n_adp,3,0.01322
n_v_adp,3,0.01322
n_conj_n,3,0.01322
conj_n_pron,2,0.00881
n_v_conj,2,0.00881
v_conj_n,2,0.00881
conj_n_v,2,0.00881
pron_n_adv,2,0.00881
adp_n_n,2,0.00881
n_n_n,2,0.00881
