chars,Nombre d'apparitions,Frequence d'apparition
v_pron_v,8,0.05797
adv_v_pron,6,0.04348
n_v_pron,5,0.03623
n_n_v,5,0.03623
pron_v_pron,5,0.03623
pron_n_n,4,0.02899
v_pron_n,4,0.02899
n_pron_n,4,0.02899
pron_n_adj,3,0.02174
pron_n_v,3,0.02174
n_v_v,3,0.02174
n_adj_v,3,0.02174
adv_adv_pron,3,0.02174
pron_adv_adv,3,0.02174
v_pron_adv,3,0.02174
adv_pron_n,3,0.02174
n_n_pron,3,0.02174
v_adp_v,3,0.02174
art_n_n,3,0.02174
pron_v_adj,3,0.02174
n_pron_v,3,0.02174
n_adj_adv,2,0.01449
pron_n_pron,2,0.01449
pron_adv_v,2,0.01449
v_v_pron,2,0.01449
conj_n_adj,2,0.01449
art_n_pron,2,0.01449
adj_v_pron,2,0.01449
conj_num_n,2,0.01449
v_conj_num,2,0.01449
adv_v_conj,2,0.01449
adv_adv_v,2,0.01449
adj_n_v,2,0.01449
adp_pron_n,2,0.01449
adj_pron_v,2,0.01449
adv_adj_adv,2,0.01449
v_conj_n,2,0.01449
pron_v_conj,2,0.01449
n_pron_adv,2,0.01449
pron_adj_n,2,0.01449
n_conj_pron,2,0.01449
v_adv_pron,2,0.01449
pron_pron_v,2,0.01449
v_pron_pron,2,0.01449
adv_num_n,2,0.01449
adj_adv_adj,2,0.01449
v_n_v,2,0.01449
pron_v_adp,2,0.01449
v_adj_n,2,0.01449
adj_adv_v,2,0.01449
